1,emp_no,first_name,last_name,birth_date,from_date,to_date,title
649,228554,Bilhanan,Brendel,1/3/1965,12/23/1990,1/1/1999,Senior Staff
650,228766,Nahla,Smailagic,1/11/1965,2/12/1993,1/1/1999,Engineer
651,229098,Berry,Yurek,1/8/1965,8/16/1995,1/1/1999,Senior Staff
652,229220,Fabrizio,Lichtman,1/21/1965,2/9/1987,1/1/1999,Senior Engineer
653,229248,Harjit,Terekhov,1/27/1965,10/19/1995,1/1/1999,Staff
654,229386,Pohua,Tasistro,1/3/1965,11/4/1994,1/1/1999,Technique Leader
655,229391,Paloma,Henseler,1/15/1965,6/11/1991,1/1/1999,Senior Engineer
656,229404,Gilbert,Kilgour,1/11/1965,4/5/1996,1/1/1999,Staff
657,229547,Moni,Schach,1/3/1965,7/4/1986,1/1/1999,Senior Staff
658,229727,Ewing,Millington,1/23/1965,9/28/1999,1/1/1999,Engineer
659,229981,Jamaludin,Fordan,1/19/1965,2/6/1992,1/1/1999,Engineer
660,230002,Tadahiro,Backhouse,1/7/1965,10/2/1991,1/1/1999,Engineer
661,230126,Bezalel,Radivojevic,1/31/1965,7/2/1988,1/1/1999,Staff
662,230287,Renny,Alameldin,1/14/1965,9/28/1997,1/1/1999,Assistant Engineer
663,230354,Yinghua,Lorho,1/31/1965,8/9/1991,1/1/1999,Staff
664,230498,Kolar,Puppo,1/15/1965,4/25/1990,1/1/1999,Senior Engineer
665,230579,Shahar,Negoita,1/17/1965,3/19/1994,1/1/1999,Senior Staff
666,230689,Dietrich,Crabtree,1/14/1965,5/24/1986,1/1/1999,Senior Staff
667,230865,Takushi,Brattka,1/2/1965,6/3/1999,1/1/1999,Staff
668,231069,Trygve,Siksek,1/22/1965,11/9/1995,1/1/1999,Staff
669,231459,Nectarios,Pramanik,1/28/1965,11/18/1999,1/1/1999,Assistant Engineer
670,231671,Chandrasekaran,Pearson,1/7/1965,4/14/1995,1/1/1999,Staff
671,231798,Goetz,Alvarado,1/28/1965,12/25/1988,1/1/1999,Engineer
672,232178,Etsuo,Anandan,1/29/1965,12/13/1989,1/1/1999,Staff
673,232209,Nitsan,Rouquie,1/11/1965,8/1/1988,1/1/1999,Engineer
674,232697,Barry,Ramsak,1/23/1965,9/7/1990,1/1/1999,Senior Engineer
675,232723,Tesuya,Bugrara,1/14/1965,2/13/1993,1/1/1999,Assistant Engineer
676,233114,Alselm,Gargeya,1/20/1965,12/25/1987,1/1/1999,Senior Engineer
677,233394,Khalid,Lenart,1/6/1965,12/24/1995,1/1/1999,Engineer
678,233397,Fay,Sundgren,1/16/1965,7/7/1990,1/1/1999,Staff
679,233426,Etsuo,Usery,1/12/1965,3/2/1995,1/1/1999,Senior Engineer
680,233690,Cedric,Riefers,1/17/1965,9/8/1994,1/1/1999,Engineer
681,233759,Zissis,Lodder,1/14/1965,5/27/2000,1/1/1999,Engineer
682,233765,Kotesh,Chachaty,1/20/1965,3/25/1991,1/1/1999,Senior Engineer
683,233785,Baziley,Ballarin,1/30/1965,7/28/1987,1/1/1999,Senior Staff
684,233818,Kellie,Heydon,1/1/1965,11/11/1985,1/1/1999,Senior Engineer
685,234195,Luerbio,Terkki,1/7/1965,5/14/1991,1/1/1999,Staff
686,234739,Foong,Aamodt,1/31/1965,6/28/1986,1/1/1999,Senior Engineer
687,235017,Irena,Dratva,1/17/1965,9/7/1991,1/1/1999,Senior Staff
688,235096,Sverrir,Gyimothy,1/21/1965,7/30/1995,1/1/1999,Senior Staff
689,235325,Gro,Prochazka,1/6/1965,10/16/1992,1/1/1999,Engineer
690,235368,Anneli,Joslin,1/9/1965,4/12/1987,1/1/1999,Senior Engineer
691,235458,Gio,Heuser,1/5/1965,6/28/1992,1/1/1999,Staff
692,235729,Henk,Anger,2/1/1965,1/19/1993,1/1/1999,Staff
693,235780,Sampalli,Bergere,1/17/1965,4/8/1994,1/1/1999,Senior Engineer
694,235793,Jayesh,Spinelli,1/3/1965,1/16/1999,1/1/1999,Senior Engineer
695,236315,IEEE,Raczkowsky,1/31/1965,7/24/1996,1/1/1999,Technique Leader
696,236566,Yechezkel,Maginnis,1/17/1965,12/11/1992,1/1/1999,Senior Staff
697,236591,Insup,Reinhard,1/11/1965,4/8/1985,1/1/1999,Senior Staff
698,236827,Almudena,Rijckaert,1/28/1965,2/16/1994,1/1/1999,Engineer
699,236883,Huan,Olivero,1/27/1965,11/19/1999,1/1/1999,Staff
700,236964,Adel,Foote,1/17/1965,3/20/2000,1/1/1999,Staff
701,238112,Miomir,Frezza,1/12/1965,5/25/1991,1/1/1999,Technique Leader
702,238252,Uno,Suppi,1/9/1965,12/27/1996,1/1/1999,Staff
703,238422,Vishv,Angelov,1/10/1965,3/8/1988,1/1/1999,Senior Staff
704,238949,Minghong,Cronin,1/9/1965,10/4/1987,1/1/1999,Senior Staff
705,239067,Tadahiko,Pocchiola,1/11/1965,4/2/1996,1/1/1999,Staff
706,239244,Abdulla,Kitai,1/13/1965,2/20/1987,1/1/1999,Senior Staff
707,239415,Susumu,Brender,1/1/1965,4/17/1993,1/1/1999,Engineer
708,239426,Vesna,Fairtlough,1/8/1965,5/7/2002,1/1/1999,Engineer
709,239664,Sugwoo,Michaels,1/4/1965,8/2/1992,1/1/1999,Engineer
710,239706,Arunas,Bugrara,1/15/1965,4/3/1997,1/1/1999,Assistant Engineer
711,239748,Bilhanan,Dusink,1/23/1965,6/4/1988,1/1/1999,Senior Staff
712,239803,Oscal,Ernst,1/30/1965,5/19/1992,1/1/1999,Staff
713,240132,Mizuhito,Kobara,2/1/1965,8/9/1996,1/1/1999,Staff
714,240236,TRUE,Tischendorf,1/24/1965,1/19/1986,1/1/1999,Engineer
715,240285,Kolar,Greenaway,1/23/1965,11/14/1998,1/1/1999,Staff
716,240340,Mack,Staylopatis,1/14/1965,4/2/1985,1/1/1999,Engineer
717,240438,Temple,Cyre,1/2/1965,9/30/1992,1/1/1999,Staff
718,240870,Francesca,Chorvat,1/6/1965,3/17/1992,1/1/1999,Staff
719,241100,Cedric,Molenaar,1/23/1965,10/6/1990,1/1/1999,Engineer
720,241254,Jagoda,Anguita,1/15/1965,5/11/1993,1/1/1999,Senior Engineer
721,241292,Uri,Lampe,1/29/1965,12/11/2001,1/1/1999,Staff
722,241567,Emran,Miara,1/18/1965,5/2/1989,1/1/1999,Engineer
723,241667,Atilio,Olivero,1/28/1965,9/4/1985,1/1/1999,Engineer
724,241728,Limsoon,Boudaillier,1/30/1965,8/8/1999,1/1/1999,Senior Engineer
725,241872,Bluma,Fetvedt,1/11/1965,11/14/2001,1/1/1999,Senior Staff
726,242019,Herb,Murrill,1/9/1965,10/28/2001,1/1/1999,Senior Engineer
727,242081,Tomokazu,Pargas,1/12/1965,11/15/1996,1/1/1999,Engineer
728,242104,Richara,Sudkamp,1/5/1965,9/5/1989,1/1/1999,Senior Staff
729,242500,Bingning,Iisaku,1/8/1965,6/26/1989,1/1/1999,Senior Staff
730,242800,Kazuyasu,Levergood,1/11/1965,2/10/1996,1/1/1999,Engineer
731,243018,Bowen,Deverell,1/2/1965,12/27/1998,1/1/1999,Senior Staff
732,243077,Kazunori,Perz,2/1/1965,2/25/1999,1/1/1999,Senior Engineer
733,243576,Abdulah,Lodder,1/4/1965,11/10/1996,1/1/1999,Staff
734,243637,Marjo,Delgrange,1/16/1965,6/24/1990,1/1/1999,Senior Staff
735,243898,Arch,Basawa,1/9/1965,5/10/1998,1/1/1999,Staff
736,244308,Mokhtar,Rebaine,1/10/1965,7/23/1991,1/1/1999,Senior Staff
737,244605,Masoud,Suwa,1/22/1965,10/10/1998,1/1/1999,Staff
738,244624,Boaz,Seuren,1/31/1965,3/27/1987,1/1/1999,Staff
739,244711,Rosli,Butner,1/25/1965,3/20/1991,1/1/1999,Engineer
740,244714,Poorav,Clouatre,1/27/1965,5/6/1996,1/1/1999,Senior Engineer
741,244820,Shigenori,Hertweck,1/15/1965,4/13/1987,1/1/1999,Engineer
742,244873,Arunachalam,Oppitz,1/4/1965,5/20/1986,1/1/1999,Staff
743,245164,Filipp,Winter,1/23/1965,10/24/1996,1/1/1999,Engineer
744,245396,Gift,Bottner,1/31/1965,3/4/1995,1/1/1999,Senior Staff
745,245664,Manohar,Kilgore,1/18/1965,11/17/1998,1/1/1999,Staff
746,246146,Zhongwei,Melski,1/30/1965,9/4/1987,1/1/1999,Senior Engineer
747,246244,George,Casperson,1/9/1965,1/20/2000,1/1/1999,Staff
748,246364,Alper,Tiemann,1/6/1965,10/29/1998,1/1/1999,Engineer
749,246764,Shuzo,Czaja,1/4/1965,11/29/1997,1/1/1999,Staff
750,246798,Tianruo,Strooper,1/9/1965,12/7/2001,1/1/1999,Senior Staff
751,246902,Shih,Shanbhogue,1/27/1965,4/19/1998,1/1/1999,Staff
752,247089,Seongbae,Schahn,1/17/1965,12/10/1992,1/1/1999,Senior Staff
753,247122,Xiaobin,Narlikar,1/23/1965,2/14/1992,1/1/1999,Staff
754,247447,Tzu,Bakhtari,1/28/1965,3/18/1994,1/1/1999,Engineer
755,247456,Masako,Bahk,1/16/1965,7/31/1997,1/1/1999,Engineer
756,247612,Chiranjit,Constantine,1/4/1965,5/25/1997,1/1/1999,Engineer
757,247875,Xiong,Anick,1/2/1965,4/23/1991,1/1/1999,Senior Staff
758,247888,Abdelghani,Lagarias,1/15/1965,9/6/1985,1/1/1999,Engineer
759,248256,Sajjan,Falby,1/5/1965,8/29/1996,1/1/1999,Staff
760,248351,Jaana,Milicia,2/1/1965,6/2/1985,1/1/1999,Senior Staff
761,248758,Snehasis,Muhlberg,2/1/1965,12/25/1994,1/1/1999,Senior Staff
762,248953,Percy,Sudbeck,1/29/1965,8/29/1996,1/1/1999,Assistant Engineer
763,249239,Hideyuki,Decleir,1/21/1965,5/4/1994,1/1/1999,Senior Engineer
764,249325,Ute,Pokrovskii,1/26/1965,6/9/1997,1/1/1999,Staff
765,249433,Ayonca,Matzov,1/16/1965,6/3/1988,1/1/1999,Engineer
766,249504,Dmitry,Velardi,1/7/1965,10/20/1995,1/1/1999,Engineer
767,249780,Nechama,Gaughan,1/12/1965,7/9/1993,1/1/1999,Engineer
768,249799,Jolita,Neimat,1/4/1965,12/27/1993,1/1/1999,Senior Engineer
769,249866,Steen,Gubsky,1/15/1965,1/14/1989,1/1/1999,Staff
770,249969,Georgi,Luiz,1/21/1965,6/10/1991,1/1/1999,Engineer
771,250411,Ranga,Sommen,1/27/1965,1/20/1989,1/1/1999,Staff
772,250452,Alexius,Plavsic,1/14/1965,1/17/2000,1/1/1999,Senior Engineer
773,250748,Kish,Turnbull,1/27/1965,2/10/1987,1/1/1999,Senior Engineer
774,251166,Hinrich,Hooghiemstra,1/22/1965,10/5/1985,1/1/1999,Staff
775,251233,Yucel,Bernini,1/7/1965,2/19/1993,1/1/1999,Engineer
776,251301,Pintsang,Impagliazzo,1/30/1965,5/6/1989,1/1/1999,Senior Staff
777,251341,Divier,Kumaresan,1/11/1965,12/5/1992,1/1/1999,Senior Staff
778,251403,Utpal,DuBourdieux,1/1/1965,11/19/1997,1/1/1999,Technique Leader
779,251437,Shichao,Iwayama,1/20/1965,10/17/1989,1/1/1999,Assistant Engineer
780,251645,Bezalel,Tsunoo,1/6/1965,6/17/1992,1/1/1999,Senior Staff
781,251680,Moty,Sommen,1/5/1965,8/14/1990,1/1/1999,Senior Engineer
782,251814,Mitsuyuki,Zockler,1/1/1965,9/14/1998,1/1/1999,Technique Leader
783,252185,Chaosheng,Conta,1/1/1965,4/14/1997,1/1/1999,Engineer
784,252316,Gill,Niizuma,1/7/1965,10/8/1994,1/1/1999,Senior Engineer
785,252392,Sanjeeva,Peron,1/1/1965,12/26/1993,1/1/1999,Engineer
786,253029,Thodoros,Thimonier,1/13/1965,4/5/1995,1/1/1999,Engineer
787,253707,Insup,Hainaut,1/5/1965,2/11/1998,1/1/1999,Staff
788,253838,Stafford,Terlouw,1/28/1965,2/21/1999,1/1/1999,Assistant Engineer
789,253893,Huiqun,Trystram,1/4/1965,5/10/1993,1/1/1999,Senior Engineer
790,254044,Gunilla,Brendel,1/16/1965,4/10/1992,1/1/1999,Engineer
791,254399,Armond,Lores,1/24/1965,9/16/1999,1/1/1999,Technique Leader
792,254821,Tonny,Couchot,1/24/1965,12/12/1994,1/1/1999,Staff
793,255466,Huan,Roccetti,1/18/1965,7/3/1985,1/1/1999,Senior Engineer
794,255657,Oldrich,Cyre,1/20/1965,2/10/1985,1/1/1999,Engineer
795,255779,Heejo,Merle,1/31/1965,9/4/1997,1/1/1999,Technique Leader
796,256216,Halsur,Brodal,1/1/1965,11/22/1997,1/1/1999,Engineer
797,256856,Hongzue,Barbanera,1/3/1965,6/17/1987,1/1/1999,Senior Staff
798,256881,Ioana,Jakobus,1/3/1965,8/10/1990,1/1/1999,Engineer
799,256888,Heather,Pehl,1/3/1965,9/15/1993,1/1/1999,Staff
800,257062,Stabislas,Pardalos,1/24/1965,6/21/1989,1/1/1999,Engineer
801,257378,Pascal,Bernatsky,1/6/1965,9/3/1988,1/1/1999,Senior Staff
802,257469,Anyuan,Hanratty,1/22/1965,1/6/1988,1/1/1999,Senior Staff
803,257484,Shaowei,Nicolson,1/1/1965,12/7/1986,1/1/1999,Senior Staff
804,258028,Mountaz,Reinhart,1/7/1965,7/3/2001,1/1/1999,Engineer
805,258124,Mariusz,Zolotykh,1/17/1965,7/28/1990,1/1/1999,Senior Staff
806,258470,Weiwu,Butner,1/4/1965,2/14/1995,1/1/1999,Staff
807,258643,Przemyslawa,Esposito,1/11/1965,2/27/1992,1/1/1999,Senior Engineer
808,259042,Xiaoqiang,Farrow,1/12/1965,1/1/1997,1/1/1999,Staff
809,259237,Palash,Gammage,1/27/1965,10/23/1987,1/1/1999,Senior Staff
810,259273,Xiahua,Gomatam,1/22/1965,12/1/1989,1/1/1999,Senior Engineer
811,259611,Shuichi,Marrakchi,1/27/1965,8/21/1990,1/1/1999,Senior Staff
812,259619,Conal,Magliocco,1/21/1965,5/9/1992,1/1/1999,Senior Staff
813,259718,Stepehn,Bouloucos,1/24/1965,12/13/1993,1/1/1999,Senior Staff
814,260153,Mingdong,Baar,1/28/1965,10/14/1991,1/1/1999,Technique Leader
815,260249,Vugranam,Beausoleil,1/22/1965,5/14/1998,1/1/1999,Staff
816,260361,Reinhold,Rahier,1/25/1965,10/9/1997,1/1/1999,Engineer
817,260399,Hatem,Birsak,1/30/1965,4/10/1989,1/1/1999,Staff
818,260408,Sasan,Brookner,1/19/1965,9/3/1996,1/1/1999,Staff
819,260501,Dzung,Pargas,1/14/1965,5/17/1990,1/1/1999,Technique Leader
820,261184,Masako,Kornatzky,1/30/1965,8/29/1987,1/1/1999,Senior Engineer
821,261631,Jianhua,Huttel,1/8/1965,2/23/1998,1/1/1999,Engineer
822,261662,Berni,Assaf,1/11/1965,9/8/1989,1/1/1999,Senior Staff
823,261737,Mark,Lindqvist,1/23/1965,11/22/1990,1/1/1999,Engineer
824,261986,Gila,Ramsak,1/21/1965,5/13/1997,1/1/1999,Senior Engineer
825,261990,Volkmar,Czaja,1/16/1965,4/1/1992,1/1/1999,Senior Staff
826,262208,Mrinalini,Holburn,1/16/1965,5/23/1987,1/1/1999,Senior Staff
827,262210,Chinho,Bottner,1/22/1965,7/29/1985,1/1/1999,Engineer
828,262328,Mayuko,Vural,1/3/1965,12/24/1997,1/1/1999,Staff
829,262439,Lorien,Lagarias,1/30/1965,10/10/1985,1/1/1999,Staff
830,262636,Tamiya,Reutenauer,1/4/1965,4/10/1992,1/1/1999,Senior Engineer
831,262752,Pramod,Bierman,1/4/1965,12/12/1997,1/1/1999,Engineer
832,262928,Piyush,Gill,1/1/1965,2/20/1995,1/1/1999,Senior Engineer
833,263012,Hideo,Buchter,1/9/1965,5/1/1999,1/1/1999,Staff
834,263186,Danny,Lowrie,1/22/1965,9/13/1995,1/1/1999,Technique Leader
835,263370,Shakhar,Ranze,1/3/1965,5/29/1999,1/1/1999,Staff
836,263439,Atreye,Kabayashi,1/9/1965,12/15/1986,1/1/1999,Senior Engineer
837,263645,Mingsen,Lally,1/19/1965,12/4/1990,1/1/1999,Senior Engineer
838,263649,Mechthild,Zongker,1/17/1965,7/26/1993,1/1/1999,Senior Staff
839,263926,Fusako,Schwartzbauer,1/3/1965,4/7/1985,1/1/1999,Senior Staff
840,264030,Zdislav,Solares,1/15/1965,12/14/1990,1/1/1999,Assistant Engineer
841,264167,Baoqiu,Tomescu,1/25/1965,5/1/1996,1/1/1999,Senior Engineer
842,264322,Leandro,Swist,1/3/1965,1/6/1991,1/1/1999,Senior Staff
843,264626,Noritoshi,Bakhtari,1/13/1965,2/3/1993,1/1/1999,Senior Staff
844,264939,Bogdan,Bahi,1/10/1965,2/13/1999,1/1/1999,Engineer
845,265039,Navid,Staudhammer,1/3/1965,10/18/1992,1/1/1999,Senior Staff
846,265521,Kensei,Salverda,1/4/1965,5/25/1993,1/1/1999,Engineer
847,265558,Susuma,Kleiser,1/31/1965,8/2/1987,1/1/1999,Staff
848,265794,Miquel,Halloran,1/15/1965,1/14/1994,1/1/1999,Senior Staff
849,265875,Fan,Marsiglia,1/20/1965,9/3/1989,1/1/1999,Engineer
850,266206,Zsolt,Anily,2/1/1965,8/19/1985,1/1/1999,Senior Staff
851,266249,Sumant,Nishimukai,1/15/1965,3/28/1991,1/1/1999,Senior Staff
852,266310,Zvonko,Serdy,1/23/1965,6/24/1987,1/1/1999,Senior Staff
853,266644,Anwar,Gubsky,1/8/1965,8/9/1993,1/1/1999,Staff
854,266862,Mart,Plumb,1/10/1965,4/21/1986,1/1/1999,Senior Staff
855,266881,Mokhtar,Sabnani,1/11/1965,2/4/1997,1/1/1999,Staff
856,267059,Moie,Tempesti,1/9/1965,6/29/1991,1/1/1999,Staff
857,267227,Susuma,Tagansky,1/10/1965,1/22/1995,1/1/1999,Senior Engineer
858,267304,Jordanka,Axelband,1/6/1965,6/27/1994,1/1/1999,Senior Staff
859,267667,Irena,Kaiserswerth,1/5/1965,9/5/1987,1/1/1999,Senior Staff
860,268043,Narain,Mikschl,1/28/1965,11/2/1997,1/1/1999,Engineer
861,268191,LiMin,Teitelbaum,1/7/1965,11/1/1990,1/1/1999,Engineer
862,269728,Naftali,Kragelund,1/12/1965,5/16/1987,1/1/1999,Staff
863,270084,Ulises,Frolund,1/11/1965,7/26/1986,1/1/1999,Senior Staff
864,270716,Shunichi,Baer,1/19/1965,2/4/1998,1/1/1999,Staff
865,270794,Dannz,Zhang,2/1/1965,6/26/1991,1/1/1999,Senior Staff
866,271106,Taisook,Kampfer,1/10/1965,11/30/1997,1/1/1999,Engineer
867,271219,Odoardo,Tyugu,1/16/1965,11/7/1994,1/1/1999,Engineer
868,272141,Tsutomu,Neiman,1/13/1965,7/31/1996,1/1/1999,Senior Staff
869,272285,Gully,Mitchem,1/19/1965,1/22/1986,1/1/1999,Senior Staff
870,272316,Surveyors,Muhling,1/5/1965,7/19/1999,1/1/1999,Engineer
871,272452,Mitsuyuki,Isard,1/10/1965,2/27/2002,1/1/1999,Engineer
872,272599,Holgard,Hegner,1/16/1965,7/15/1993,1/1/1999,Senior Staff
873,272860,Minghong,Candan,2/1/1965,2/10/1994,1/1/1999,Assistant Engineer
874,273159,Divine,Hofmeyr,1/26/1965,4/14/1989,1/1/1999,Technique Leader
875,273286,Brigham,Asmuth,1/26/1965,1/23/1989,1/1/1999,Engineer
876,273396,Wayne,Baba,1/10/1965,3/7/1998,1/1/1999,Engineer
877,273806,Hongzhu,Beetstra,1/1/1965,8/18/1997,1/1/1999,Staff
878,273858,Gunilla,Matzen,1/13/1965,12/28/1990,1/1/1999,Senior Staff
879,274071,Mingsen,Weiland,1/1/1965,10/12/1995,1/1/1999,Staff
880,274271,Prodip,Ritcey,1/10/1965,9/10/1986,1/1/1999,Staff
881,274369,Ranga,Waymire,1/29/1965,1/27/1997,1/1/1999,Senior Staff
882,274813,Yefim,Pettey,1/10/1965,8/7/1993,1/1/1999,Staff
883,275158,Satyanarayana,Brandsma,1/7/1965,12/8/1999,1/1/1999,Engineer
884,275263,Vojin,Laventhal,1/21/1965,10/18/1991,1/1/1999,Engineer
885,275444,Limsoon,Leppanen,1/16/1965,1/21/1993,1/1/1999,Engineer
886,275495,Shen,Yamaashi,1/13/1965,2/19/1995,1/1/1999,Staff
887,275801,Ayakannu,Heinisuo,1/22/1965,6/28/1986,1/1/1999,Senior Staff
888,275881,Jiann,Munro,1/8/1965,5/18/1988,1/1/1999,Senior Engineer
889,275994,Uma,Prampolini,1/29/1965,2/21/1991,1/1/1999,Senior Engineer
890,276027,Holgard,Stavenow,1/4/1965,2/28/1986,1/1/1999,Staff
891,276184,Mari,Swick,1/10/1965,4/8/1991,1/1/1999,Senior Staff
892,276186,Sajjad,Vecchi,1/30/1965,6/2/1993,1/1/1999,Staff
893,276189,Isaac,Klerer,1/10/1965,3/19/1995,1/1/1999,Staff
894,276445,Atilio,Randi,1/27/1965,7/2/1988,1/1/1999,Senior Engineer
895,276472,Hideyuki,Flanders,1/27/1965,11/10/1988,1/1/1999,Engineer
896,276563,Gift,Solares,1/1/1965,8/1/1995,1/1/1999,Senior Staff
897,276868,Alois,Sanella,1/19/1965,3/13/1998,1/1/1999,Staff
898,277316,Vitali,Rothenberg,1/3/1965,10/4/1989,1/1/1999,Senior Staff
899,277362,Uzi,Kugler,1/9/1965,1/12/1991,1/1/1999,Senior Staff
900,277420,Rayond,Schach,1/16/1965,4/22/1995,1/1/1999,Senior Engineer
901,277777,Herbert,Itzigehl,1/27/1965,7/4/1990,1/1/1999,Senior Engineer
902,277829,Michaela,Fandrianto,1/22/1965,6/2/1986,1/1/1999,Senior Engineer
903,278239,Boaz,Bottner,1/19/1965,2/6/1994,1/1/1999,Staff
904,278386,Caolyn,Poujol,1/15/1965,12/3/1995,1/1/1999,Technique Leader
905,278452,Sudhanshu,Toyoshima,1/7/1965,8/29/1987,1/1/1999,Senior Staff
906,278536,Munenori,Shobatake,1/14/1965,1/10/1992,1/1/1999,Staff
907,278549,Jaana,Werthner,1/2/1965,7/27/1989,1/1/1999,Senior Staff
908,278953,Jeanna,Ghandeharizadeh,1/26/1965,8/11/1990,1/1/1999,Senior Engineer
909,279115,Maren,DuCasse,1/5/1965,11/29/1997,1/1/1999,Engineer
910,279280,Niranjan,Debuse,1/9/1965,9/21/1992,1/1/1999,Engineer
911,279791,Chiranjit,Lyonns,1/10/1965,12/24/1986,1/1/1999,Engineer
912,280070,Niteen,Ebeling,1/24/1965,3/29/1988,1/1/1999,Staff
913,280291,Lenore,Badache,1/26/1965,11/24/1998,1/1/1999,Staff
914,280420,Jahangir,Hofting,1/31/1965,9/28/1986,1/1/1999,Senior Staff
915,280525,Kish,Herbst,1/13/1965,8/18/1996,1/1/1999,Staff
916,280648,Heeju,Lorys,1/4/1965,12/27/1986,1/1/1999,Senior Engineer
917,281570,Zijian,Covnot,1/8/1965,9/13/1994,1/1/1999,Assistant Engineer
918,281692,Khosrow,Sommen,1/6/1965,3/3/1990,1/1/1999,Senior Engineer
919,281848,Parke,Staylopatis,1/29/1965,7/31/1993,1/1/1999,Engineer
920,281859,Masanao,Papastamatiou,1/17/1965,11/25/1985,1/1/1999,Engineer
921,282191,Alper,Shinomoto,1/16/1965,10/20/1997,1/1/1999,Engineer
922,282333,Nahla,Serdy,1/25/1965,9/9/1993,1/1/1999,Senior Staff
923,282343,Xinglin,Haldar,1/13/1965,7/20/1988,1/1/1999,Staff
924,282547,Nahum,Codenie,1/18/1965,6/14/1999,1/1/1999,Engineer
925,282585,Zijian,Lammel,1/3/1965,7/1/1996,1/1/1999,Staff
926,282894,Fay,Bellmore,1/5/1965,5/3/1989,1/1/1999,Engineer
927,284300,Ishfaq,Mahmud,1/22/1965,11/29/1991,1/1/1999,Senior Staff
928,284431,Pintsang,Fujisawa,1/25/1965,4/16/1996,1/1/1999,Senior Staff
929,284561,Duri,Beznosov,1/3/1965,2/15/1988,1/1/1999,Senior Engineer
930,284687,Oksana,Redmiles,1/15/1965,6/22/1985,1/1/1999,Senior Engineer
931,284691,Theron,Ressouche,1/4/1965,8/17/1988,1/1/1999,Engineer
932,284711,Martijn,Azevdeo,1/21/1965,2/10/1988,1/1/1999,Senior Engineer
933,284717,Gal,Ranta,1/11/1965,11/7/1992,1/1/1999,Engineer
934,284856,Moto,Kobara,1/5/1965,12/12/1991,1/1/1999,Engineer
935,284954,Anneke,Hammerschmidt,1/16/1965,1/30/1996,1/1/1999,Engineer
936,285164,Xiaocheng,Kumaresan,1/2/1965,10/3/1994,1/1/1999,Staff
937,285396,Lena,Kohling,1/27/1965,10/4/1986,1/1/1999,Engineer
938,285905,Kellyn,Bage,1/9/1965,11/4/1994,1/1/1999,Senior Staff
939,285906,Arnould,Buescher,1/2/1965,3/26/1998,1/1/1999,Engineer
940,286026,Utpal,Zaumen,1/21/1965,2/25/1991,1/1/1999,Staff
941,286029,Jaques,Nanard,1/28/1965,7/16/1996,1/1/1999,Staff
942,286370,Toshimitsu,Seuren,1/6/1965,1/19/1995,1/1/1999,Senior Staff
943,286452,Behnaam,Bierbaum,1/26/1965,1/31/1999,1/1/1999,Engineer
944,286573,Nahum,Nishimukai,1/27/1965,7/29/1994,1/1/1999,Engineer
945,286779,Sigeru,Versino,1/24/1965,8/31/1998,1/1/1999,Engineer
946,286986,Woody,Trelles,1/1/1965,5/23/1996,1/1/1999,Senior Engineer
947,287323,Steve,Dengi,2/1/1965,9/15/1999,1/1/1999,Staff
948,287327,Youjian,Felder,1/13/1965,7/15/1993,1/1/1999,Senior Staff
949,287334,Elliott,Speer,1/5/1965,8/8/1998,1/1/1999,Engineer
950,287482,Shigeaki,Gihr,1/1/1965,3/18/1994,1/1/1999,Senior Engineer
951,287583,Jovan,Hockney,1/18/1965,6/21/1990,1/1/1999,Engineer
952,287609,Sailaja,Negoita,1/6/1965,1/20/1988,1/1/1999,Assistant Engineer
953,287713,Aamod,Ranka,1/23/1965,12/7/1992,1/1/1999,Senior Staff
954,287808,Vidar,Ozeki,1/9/1965,6/17/1996,1/1/1999,Technique Leader
955,287983,Randi,Munos,1/23/1965,9/7/1990,1/1/1999,Senior Staff
956,287984,Troy,Kobuchi,1/9/1965,2/12/1991,1/1/1999,Engineer
957,288028,Kauko,Narwekar,1/22/1965,12/16/1985,1/1/1999,Engineer
958,288142,Shay,Heystek,1/25/1965,4/1/1989,1/1/1999,Staff
959,288166,Masoud,Asmuth,1/11/1965,9/5/1994,1/1/1999,Staff
960,288560,Yifei,Birjandi,1/16/1965,2/7/1994,1/1/1999,Senior Staff
961,288563,Cristinel,Gerlach,1/2/1965,1/9/1996,1/1/1999,Engineer
962,288606,Susumu,Swiss,1/21/1965,11/15/1991,1/1/1999,Senior Staff
963,288665,Horward,Khasidashvili,1/31/1965,11/19/1998,1/1/1999,Senior Engineer
964,288893,Bedrich,Rosenbaum,1/30/1965,1/27/1991,1/1/1999,Senior Engineer
965,289454,Bowen,Narwekar,1/20/1965,3/8/1985,1/1/1999,Senior Engineer
966,289687,Fai,Maccarone,1/31/1965,10/30/1985,1/1/1999,Staff
967,289807,Soenke,Lemarechal,1/4/1965,9/4/1994,1/1/1999,Staff
968,289909,Hilari,Vecchio,1/9/1965,4/24/1993,1/1/1999,Senior Staff
969,290009,Zijian,Rindone,1/22/1965,7/9/1989,1/1/1999,Staff
970,290075,Boalin,Byoun,1/15/1965,10/1/1990,1/1/1999,Senior Staff
971,290284,Kwangjo,Menhardt,1/8/1965,1/11/1996,1/1/1999,Engineer
972,290441,Gregory,Collavizza,1/25/1965,9/9/1987,1/1/1999,Senior Staff
973,290467,Shaowen,Poulakidas,1/29/1965,4/15/1987,1/1/1999,Staff
